caption;link;year;km;color;price;price_unit;date;city;district;brand;model
66;2008 LACETTİ - 172 BİN KM - İKİ PARÇA BOYALI - DEĞİŞEN YOK;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-2008-lacetti-172-bin-km-iki-parca-boyali-degisen-yok-875140000/detay;2008;172000;Beyaz;72500;TL;2020-10-31;Kocaeli;Darıca;Chevrolet;Lacetti
67;ikinci sahibinden ilk arabam;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-ikinci-sahibinden-ilk-arabam-874947476/detay;2011;128000;Gri;82000;TL;2020-10-31;İstanbul;Esenyurt;Chevrolet;Lacetti
68;FİYATI DÜŞÜRDÜM SON FİYAT ALACISINA HAYIRLI OLSUN;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-fiyati-dusurdum-son-fiyat-alacisina-hayirli-olsun-875116542/detay;2005;238;Gümüş Gri;41000;TL;2020-10-31;Elazığ;Merkez;Chevrolet;Lacetti
69;sahibinden;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-sahibinden-875118976/detay;2004;126000;Gri;64000;TL;2020-10-31;Adana;Ceyhan;Chevrolet;Lacetti
70;Acil sahibinden satılık;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-acil-sahibinden-satilik-873514923/detay;2010;177000;Gri;78000;TL;2020-11-02;Ankara;Keçiören;Chevrolet;Lacetti
71;CARWORLDDEN 2011 MODEL CHEVROLET LACETTİ 1.4 HB LPGLİ;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-carworldden-2011-model-chevrolet-lacetti-1.4-hb-lpgli-875093094/detay;2011;286000;Beyaz;75000;TL;2020-10-31;Antalya;Manavgat;Chevrolet;Lacetti
72;Sahibinden Lacetti Degisensiz;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-sahibinden-lacetti-degisensiz-875441552/detay;2005;235600;Beyaz;70400;TL;2020-11-02;Ankara;Çubuk;Chevrolet;Lacetti
73;134 binde tertemiz otomatik;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-134-binde-tertemiz-otomatik-875012498/detay;2005;134000;Mavi;77500;TL;2020-10-30;Ankara;Yenimahalle;Chevrolet;Lacetti
74;Acil temiz lacetti;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-acil-temiz-lacetti-875370375/detay;2005;280000;Lacivert;55000;TL;2020-11-01;Malatya;Yazıhan;Chevrolet;Lacetti
75;2011 1.6 WTCC FULL BAKIMLI LACETTİ;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-2011-1.6-wtcc-full-bakimli-lacetti-875326880/detay;2011;144;Beyaz;83000;TL;2020-11-01;Antalya;Alanya;Chevrolet;Lacetti
76;Sahibinden Temiz ve Bakimli;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-sahibinden-temiz-ve-bakimli-875319002/detay;2006;145000;Gri;70500;TL;2020-11-01;İzmir;Buca;Chevrolet;Lacetti
77;BOYA, DEĞİŞEN YOK 15.000 KM;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-boya-degisen-yok-15.000-km-875300159/detay;2006;15000;Siyah;105000;TL;2020-11-01;İzmir;Buca;Chevrolet;Lacetti
78;10 yıllık binicisinden satılık lacetti se;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-10-yillik-binicisinden-satilik-lacetti-se-874937163/detay;2008;204000;Beyaz;65000;TL;2020-10-30;Diyarbakır;Yenişehir;Chevrolet;Lacetti
79;Tramersiz Temiz LACETTİ;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-tramersiz-temiz-lacetti-875199279/detay;2009;145000;Siyah;77500;TL;2020-11-01;Sivas;Merkez;Chevrolet;Lacetti
80;İKİNCİ SAHİBİNDEN 133 BİNDE;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-ikinci-sahibinden-133-binde-875286389/detay;2005;133000;Mavi;73000;TL;2020-11-01;Adana;Seyhan;Chevrolet;Lacetti
81;ÖĞRETMENDEN TEMİZ AİLE ARABASI;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-ogretmenden-temiz-aile-arabasi-875246397/detay;2005;2e+05;Beyaz;65000;TL;2020-11-01;Adana;Seyhan;Chevrolet;Lacetti
82;SAHİBİNDEN BOYASIZ BAKIMLI DÜŞÜK KM ARACIM SATILIK;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-sahibinden-boyasiz-bakimli-dusuk-km-aracim-satilik-875166104/detay;2009;122000;Siyah;67750;TL;2020-11-01;Eskişehir;Odunpazarı;Chevrolet;Lacetti
83;Temiz-Bakım­lı-Ekonomik;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-temiz-bakimli-ekonomik-875104743/detay;2011;112000;Siyah;72500;TL;2020-11-01;Ankara;Çankaya;Chevrolet;Lacetti
84;CLIO PARASINA 2004 LACETTI;https://www.sahibinden.com/ilan/vasita-otomobil-chevrolet-clio-parasina-2004-lacetti-875202971/detay;2004;300;Lacivert;51000;TL;2020-11-01;Kocaeli;Derince;Chevrolet;Lacetti
