caption;link;year;km;color;price;price_unit;date;city;district;brand;model
30;SAHİBİNDEN SATILIK BMW 520İ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sahibinden-satilik-bmw-520i-874695507/detay;2014;125000;Beyaz;350000;TL;2020-10-29;Adana;Çukurova;BMW;5 Serisi
31;bmw 530i hatasız;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-530i-hatasiz-799085521/detay;2017;97000;Beyaz;8e+05;TL;2020-10-28;Yozgat;Sarıkaya;BMW;5 Serisi
32;44 BİN KM DE İÇİ TABA+NEXT100­+HAYALET+ELK BAGAJ+VAKUM­+NAVİGASYON;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-44-bin-km-de-ici-taba-plusnext100-plushayalet-pluselk-bagaj-plusvakum-plusnavigasyon-874593871/detay;2017;44000;Gri;745000;TL;2020-10-28;İstanbul;Başakşehir;BMW;5 Serisi
33;BMW 5.20d SUNROF -Koltuk ısıtma- Geri Görüş -Navigasyon Bayi çkş;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-5.20d-sunrof-koltuk-isitma-geri-gorus-navigasyon-bayi-cks-874561452/detay;2012;262000;Beyaz;320000;TL;2020-10-28;Şırnak;Silopi;BMW;5 Serisi
34;2017 520i EXECUTİVE M SPORT/HAYALET /NBT/LACİVERT DERİ/HARMAN K.;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-2017-520i-executive-m-sport-hayalet-nbt-lacivert-deri-harman-k-874537909/detay;2017;44700;Gri;749500;TL;2020-10-28;İstanbul;Beyoğlu;BMW;5 Serisi
35;BMW 5.20İ SPECİAL EDİTİON M SPORT/HARMAN KARDON/WİRELESS/0 KM'DE;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-5.20i-special-edition-m-sport-harman-kardon-wireless-0-km-de-874157734/detay;2020;0;Mavi;939500;TL;2020-10-28;İstanbul;Beyoğlu;BMW;5 Serisi
36;BMW 5.30 DİZEL HASAR KAYITSIZ, DÜŞÜK KM;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-bmw-5.30-dizel-hasar-kayitsiz-dusuk-km-874502999/detay;2004;280000;Gümüş Gri;145000;TL;2020-10-28;Antalya;Kepez;BMW;5 Serisi
37;HATASIZ BOYASIZ 26.000 KM VAKUM+ELEKTRİKLİ BAGAJ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-hatasiz-boyasiz-26.000-km-vakum-pluselektrikli-bagaj-874509354/detay;2018;26000;Beyaz;661500;TL;2020-10-28;İstanbul;Sarıyer;BMW;5 Serisi
38;'K I R M I Z I' 2020 0 KM YENİ 5.20İ M SPORT CARBON SİYAH TABA;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-k-i-r-m-i-z-i-2020-0-km-yeni-5.20i-m-sport-carbon-siyah-taba-874479780/detay;2020;0;Siyah;981000;TL;2020-10-28;İstanbul;Bağcılar;BMW;5 Serisi
39;HAS OTOMOTİV KONYA-BOYASIZ-M -SPORT+HAYALET+­VAKUM-BORUSAN__;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-has-otomotiv-konya-boyasiz-m-sport-plushayalet-plusvakum-borusan-874478934/detay;2015;129000;Beyaz;447000;TL;2020-10-28;Konya;Karatay;BMW;5 Serisi
40;BOYASIZ//53.000KM//N­EXT100//VAKUM//ELEK BAGAJ//HAYALET//M SPORT;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-boyasiz-53.000km-next100-vakum-elek-bagaj-hayalet-m-sport-874401750/detay;2017;53000;Beyaz;695000;TL;2020-10-27;Antalya;Manavgat;BMW;5 Serisi
41;''5K MOTORS''2013/BMW/5 .25xDrive/HAYALET /VAKUM/NBT/HATASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-5k-motors-2013-bmw-5.25xdrive-hayalet-vakum-nbt-hatasiz-853994972/detay;2013;210000;Beyaz;405000;TL;2020-10-27;Van;İpekyolu;BMW;5 Serisi
42;VAKUM//60.000­KM//ELEKTRKLi BAGAJ//HAFIZA ISITMA KOLTUK//HAYALET;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-vakum-60.000km-elektrkli-bagaj-hafiza-isitma-koltuk-hayalet-874399607/detay;2017;60000;Beyaz;665000;TL;2020-10-27;Antalya;Manavgat;BMW;5 Serisi
43;ZENGİN AUTO MSPORT F1 COBRA RECARO NBT VAKUM KEYLESS GO 20 JANT;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-zengin-auto-msport-f1-cobra-recaro-nbt-vakum-keyless-go-20-jant-874375576/detay;2011;275000;Beyaz;322000;TL;2020-10-27;İstanbul;Ataşehir;BMW;5 Serisi
44;SEVİLEN'den BMW 520i EXECUTİVE BOYASIZ DEĞİŞENSİZ KAYITSIZ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sevilen-den-bmw-520i-executive-boyasiz-degisensiz-kayitsiz-874362525/detay;2016;58000;Füme;512500;TL;2020-10-27;İstanbul;Eyüpsultan;BMW;5 Serisi
45;ZENİT MOTORS 2019 BMW 5.20 İ SPECİAL EDİTİON M SPORT ADP.LED FAR;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-zenit-motors-2019-bmw-5.20-i-special-edition-m-sport-adp.led-far-874359774/detay;2019;25000;Beyaz;780000;TL;2020-10-27;İstanbul;Bağcılar;BMW;5 Serisi
46;SAHİBİNDEN+BOYA­SIZ+ELEKTRİKLİ DİREKS+MAKAM PERDE+ 4 LASTİK YENİ;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-sahibinden-plusboyasiz-pluselektrikli-direks-plusmakam-perde-plus-4-lastik-yeni-869258524/detay;2014;78600;Beyaz;410000;TL;2020-10-27;Sakarya;Serdivan;BMW;5 Serisi
47;'K I R M I Z I' HATASIZ 2014 5.25d xdrive COMFORT SUNROOF;https://www.sahibinden.com/ilan/vasita-otomobil-bmw-k-i-r-m-i-z-i-hatasiz-2014-5.25d-xdrive-comfort-sunroof-874307362/detay;2014;185000;Beyaz;431000;TL;2020-10-27;İstanbul;Bağcılar;BMW;5 Serisi
